tipus,szerzo,cim,vers,link
neg,Majszterics Vanessza.,Én,"Hallgattam, ezzel törtél össze mindent. S hogy ki vagyok én? Már nem is emlékszem. Szívemre festettél sötét árnyat, Testemet borította fátyol utánad. Szóltam, ezúttal csendben maradtál. Ismét megbocsátottam, mikor bántottál. Ígéretet tettél, s nem álltad a szavad, Így lett az, hogy minden egy szóból fakad. Észbe kaptam, s látom, mit tettél velem. Üres hang s egy folt a kezemen. Te nem vagy az, kit úgy szeretek, Mert ki szeret, nem szorít nyakamra, mikor remegek. Lélekből hinni, hogy jó az ember, Ki nem ver át, és csak velem kel fel. Nem csaltál meg, de tönkre tetted lényem, És szomorú, hogy szerelmemtől féltem. Gyötrődött tekintettel nézek rád, Míg te vígan követsz és engem vársz. Majd odalépsz, és mondod hamis éned, De mit vársz, ha már századjára kéred. Változást említ, de ellentéte a tette, S nem bánja, hogy folttal borította testem. Annyit mond: ""sajnálom"", de újra megteszi. Kérlek, mondd, ki az, aki ezt beveszi?",https://poet.hu/vers/392593
neg,Bató László,Néma hajó a nyugalom felé,"Ezer szó, mit mondanék, De néma csend ölel. Belefáradtam rég, Hogy mindig itt legyek. Eltűnni, s vissza nem nézni, A nyugalom tengerére evezni. Egyedül lenni, magamba nézve, Mit adtam - s semmit nem vártam érte. Megtalálni rég elveszett énem, Álarcok sokasága - mint a méreg. Önmagamat adni, akkor is, ha fáj, Mások ítéletét levetni már. Végre egyedül lenni gondolataimban, Mindent kizárva, nyugodtan. Meglelni a békében a harmóniát, Tiszta lélekké hangolódni át.",https://poet.hu/vers/392592
neg,Koszpek Ferenc,Várok,"Mozgás s a csend Oszlása bent, Sajgó vérár Tartó vénák...",https://poet.hu/vers/392487
neg,Rebeka Becky,47 másodpercnyi villanás,"A csend is lehet ihlet, De nekem zaj kell. Zaj kell, hogy írjak, Káosz, hogy sírjak. Hullámok hátán érzem jól magam, Viharok sűrűjében tépve, összetörve lelem meg önmagam. Mert velem ez jár, Mert ez az élet, A csend nyomaszt, felemészt, Mert ez a vihar előtti szösszenet. Valami mindig tombol, Talán ettől vagyok ember. Valami mindig ég bennem, A tettvágy, a fájdalom, Az izgalmas játszma, Hozzászoktam a szívem gyors zakatolására, Mindig körbevett, de valami belőlem most kiveszett. Kell a rohanás, de jólesik a lassúság, Paradoxon ez az egész valóság.",https://poet.hu/vers/392407
neg,Bognár-Takács Boglárka,Ideaváz,"Tudod, néha úgy érzem, csak egy ideaváz vagyok, csontváz, de nem húsból - gondolatokból rakott. Nem testem van, hanem koncepcióm, ahogy mások rám vetítik a valóságuk - én meg csak állok ott, mint egy torzióba szorult tükörkép, önmagamat se látom, csak azt, amit rám gondoltak. A létezésem: filozófiai piszkozat. Sorsom: javításra szoruló esszé egy isten háta mögötti fiókban. És kiírják rám: ""feltételezhetően tudatos"". Kösz. A tudatom egy szétcsúszott vázlat, kávéfoltos érv a semmi mellett. Az identitásom: újratöltött kérdőjel. Nem nézek a tükörbe, mert az visszanéz rám - és kérdez. Hogy ki vagyok? Ki voltam, mielőtt az elvárások rám vetkőztették a szerepeket? Mielőtt a világ belém öntötte az ""Így Kell Élni"" kézikönyvét? Én nem akarok élni - definíció szerint. Nem vagyok boldog - statisztikai értelemben. És ha én vagyok a gondolat, akkor ki az, aki gondol? Talán csak egy ideaváz vagyok csattogó illúziócsontokkal, és egyetlen szívem helyett egy halom miért dobban bennem.",https://poet.hu/vers/392397
neg,Kordély Balázs,Apai szeretet fájdalma,"Apa elment, Médi sírt. Apába kapaszkodva sír. Kapaszkodott apába, mert szereti. Apa fogta Médit, s öleli. Ne sírj, lányom, pár óra múlva olvasok neked, Elalszol majd hangomban rejtett szeretettel. Nézlek majd, miközben elalszol, Mesét olvasok, s attól alszol. Médi, ne sírj, apa szeret téged, Sajnos mennem kell, ezt értsd meg. Médi kiáltaná: ""Apa, ne menj el, szeretlek!"" Édesapja tudja ezt, s szíve szakad meg. Médi, szeretlek, s hidd el, boldog leszel, Apa vigyáz rád, amíg leszel. Emlékezz, megszülettél, s én fogtalak meg elsőnek, Ott ígértem meg neked: ""Szeretlek, míg élek."" Pár óra, apa olvas neked, Nyugodj meg, Édesapa szeret. Köszönöm, hogy vagy nekem.",https://poet.hu/vers/392304
neg,K.tina,Féltékenység,"Düh, és egy gombóc a torkomban, Amikor reménykedem, hogy rátalálok az otthonban. Menekvés, lassan a sírás fojtogat, És csak egy ember tudná megoldani gondomat. Ez egy betegség, Szerintem olyan, mint a veszettség. Félek, hogy elvesztem, De erre okom nincs, miért tehetem. Nem is az enyém - még -, De úgy érzem, lelkem lassan ég. Fáj látni mással, Miközben lehetne velem, egy hű társsal.",https://poet.hu/vers/392227
neg,Békássy Balázs,Hallgató kövek,"Előzmény: Visszavár az idegháború - Ahol a sziklák sem énekelnek 2. Még az autók sem osonnak, ez a rideg hely egyáltalán valahol a térképen rajta van? A fény mocorog, a félhomály az archoz beszél, és a csend takarja be e teremben a kilátástalanságot. Az elme veszélyes, a lélek mozoghat, s a test nézelődhet az illatban. A szív hangja hiába szabad, a legközelebbi szikla rése elnyeli picinyre a pislákot. Ennek a fészeknek a fény nélküli porban nincs neve? Az aktám a futottak még személyek fiókjába kerül égetésre vagy miszlikbe szedésre, a szökés innen az asztali olvasólámpába van égetve. Ha nincsen orvos, akkor nincs tünet. Én ide lettem hozatva bűnhődésre? A testet meghurcolhatják a szív megtöréséért, a lelket soha. Az elme követeli orvosok jelenlétét, amire a kő seregének csiholása felel. A szikla sötétje mögül az igazi nővérek az orvossal bilincsben ciripelnek. A kavics húga el nem oldozza a kezet. Mégis a semmi helyett a valami az, ahol ébredek. Nem látni az eltűnt fákat, a földi dohban úszó utakat s a megszaggatott villanypóznákat sem. Ebben szabálytalan kórházban a viskó alól lett az áram csempészve? A többi lélekkel mi lett? Egy ágy volt berendezve, semmi, illetve senki egyéb más mellettem. Nekik nem sikerült a hazamenetel? Vissza kell oda értük szökkenjek. Előtte azonban erőt szükséges gyűjtenem.",https://poet.hu/vers/392218
neg,Wolsky Bálint,Depresszió,"Egy test vagyok - már nem több ennél, Lélek nincs, csak fájdalom benn él. Nem sírok már, mert nincs mit érezni, Csak várok csöndben - csendbe égni. Szomorúság? Az is rég kihalt. Nem maradt semmi, csak egy fal, Mi közém s a világ közé nőtt, S én már nem látom, ki volt előtt. Dobog a szív, de nem élet ez, Csak egy zaj, mi néha még remeg. A tér kifakul, a hang elhalkul, S a fény is lassan háttal ballag. Nem akarok semmit - csak létezni, Egy másik világban, észrevétlen élni. Ahol nincsen múlt, jövő se vár, Csak egy örök most, sötét határ. Minden nap ugyanaz - kopár táj, Hol az idő is megáll, nem száll. Tíz perc - tíz év, tíz év - semmi, A napok fájdalma nem enged engedni. A tüdőm sír, de hangom némaság, Segítségért kiáltanék - de már Torkomra fagyott minden szó, Így csendben mar - a bennem lakó. Ő, ki engem belülről fal fel, Minden érzésem nap mint nap elnyel. S én csak ülök - egy árny, ki nem él, Csak néz maga elé... és többé nem remél.",https://poet.hu/vers/392213
neg,Jurancsik Eszter,Fekete méh,"Vérző ég alatt hallgat minden, csak a föld nyeli némán a zajt, szivárognak a rejtett könnyek a feketén sóvárgó lélekbe. Ott sarjad, mi fényt hozhatna, de nem ma, a remény még nyílt seb a mélyben, gondolataim magjai túl mélyre hulltak, olyan talajba, ami iszik, de sose ad vissza. Az ég vérzik, a föld hallgat, köztük fogan a várakozás, de ami már megszületne, még rabja a sötét anyaméhnek.",https://poet.hu/vers/392153
neg,Kereszthúry Árpád,Szellő szárnyán,Szellő lebben a zöld tájon Virágzó réten és lápon Míg a nap járja az útját Meglelve az élet kútját Napsugár vigyáz a tájra Majd eső hull a virágra Érleli búza termését Segítve mindenki éltét Dörgést hoz a távoli szél Valahol lassan vihar kél De egy vihar nem hoz füstöt Sem nyögést és hangos kürtöt Lánctalp zörgést fém sikolyát Hol gránát tépi oldalát Égő emberek hullanak Csonka testek nem mozdulnak Házak üszkös romjain át Szél keresi ember kínját Nem lel csak vaksi ablakot Mely nem tükrözi a napot Játékbaba lóg üvegén Keretében törve ferdén Ajtószárnyak nyikorognak Most szélördögök forognak,https://poet.hu/vers/391974
neg,Zárdai Veronika,Nárcisz halálba visz,"Előzmény: Érezz! - Hetedik Kanyar, fék, kanyar Valami megzavar Elaludtam, ébredek Majdnem baj lett Létezem Nézem, ahogy elsuhan mellettem Fű, fa, virág, tévedtem Elnéztem Képek, csak az elmémben Fényes minden, olyan színes Káprázat ez a felszínen Nem valóság, tévedtem Benéztem Itt vagy, itt vagy mellettem Szemed látom, mosolyog Nincs baj, nincs gond, kioldod... ... a biztonsági övet",https://poet.hu/vers/391939
neg,Wolsky Bálint,Fáj,"Tudod, fáj... nagyon fáj, Mintha belülről marcangolna szét egy ki nem mondott vád. A pletyka hamis, az érzés igaz, De benned nem volt erő, csak hideg szavak. Hálátlan lettél, s én adtam mindent, S míg én küzdtem, te csak vártál csöndben. Nekem ez több volt, mint szimpla barátság - Testvérnek hívtalak, s most csak egy árny vagy, egy gúnyos világ. Nővérem voltál, most csupán egy seb, Mely nem vérzik, csak belül szétéget. Te miért nem érezted, amit én? Miért nem fájt neked, hogy szétszakadt a ""miénk""? Ki lesz most az, akinek elmondod a bajod? Ki hallgatja végig minden haragod, gondod? Te inkább elvágtad ezt a kötelet örökre, Mint összevessz pár emberrel néhány időre. Én összevesztem mással, mert téged bántottak - Te meg nem álltál ki értem, csak némán halgattad. Nem kérek tőled térdre borulást, Csak hogy legyél az, aki valaha mellettem állt. Egy igazi barát. Egy testvér. Egy társ. De úgy látszik, neked ez sosem jelentett mást. Nekem ez örök sebet hagy, belém égett, De neked ez... csak egy felejthető emlék, és vége.",https://poet.hu/vers/391794
